enqid,Contactid,ownerid,companyid,Enquiry No.,Job Status,industrycode,Industry,Office Country Code,Product,booked date,creation date,Flight date,Flight Year,Route code,Aircraft code,no of sectors,passengers,Total Flight Time (Dec),Total Distance (NMi),gross,Cost,Country,Round_trip
10884,3918,8,2351,EN204153,Closed,PILGRIM,Pilgrims or religion related,IT,Seat Sales,8/5/2015,8/5/2015,8/25/2015,2015,BRI/PUF/BRI,B737-3QC,2,148,4.5,1546.58,467.025191,5557.599773,Italy,1
10895,4041,181,3114,EN204174,Closed,CONF,"Conference, Incentive, etc",DE,CJ - Adhoc,10/5/2015,8/6/2015,9/22/2016,2016,CGN/STR/RIX NQY/RIX/STR/CGN,BAE146-2,5,,8.41,2540.84,6206.038018,42749.8065,Germany,1
10905,4713,23,3179,EN204205,Closed,HAND,Handling Agent,FR,Other,8/6/2015,8/6/2015,8/6/2015,2015,NCE/NCE,,1,,,,196.270874,196.270874,France,1
10909,5946,132,3848,EN204216,Closed,MGMT,Managment Company P-91,DE,CJ - Adhoc,8/10/2015,8/6/2015,8/12/2015,2015,VIE/ACH/VIE,DHC8-300,2,50,3.34,569.7,2476.648741,21936.0317,Germany,1
10911,3703,24,3017,EN204226,Invoiced,CONF,"Conference, Incentive, etc",AT,CJ - Adhoc,1/20/2016,8/6/2015,5/5/2016,2016,VIE/SVQ AGP/VIE,B737-800,2,186,6.41,2325.53,1189.343482,139153.1874,Austria,1
10914,3976,4,2687,EN204247,Closed,TOUR,Tour Operators,IT,Tour Ops,8/7/2015,8/7/2015,8/8/2015,2015,MXP/HER/MXP,A320,2,180,5.25,1939.44,1029.634872,2795.075007,Italy,1
10917,4241,4,3046,EN204257,Closed,TOUR,Tour Operators,IT,Tour Ops,8/7/2015,8/7/2015,8/11/2015,2015,BGY/HER/BGY,B737-400,2,168,5.34,1873.94,1554.142688,26363.40535,Italy,1
10918,887,61,3955,EN204258,Invoiced,MGMT,Managment Company P-91,UK,CJ - Adhoc,8/12/2015,8/7/2015,8/25/2015,2015,DUB/GLA/MMX/GLA,RJ85,3,95,4.33,1200.68,750.605951,27487,United Kingdom,0
10919,4241,4,3046,EN204259,Closed,TOUR,Tour Operators,IT,Tour Ops,8/7/2015,8/7/2015,8/18/2015,2015,BGY/HER/BGY,B737-400,2,168,5.34,1873.94,1652.125988,27526.87125,Italy,1
10920,4241,4,3046,EN204260,Closed,TOUR,Tour Operators,IT,Tour Ops,8/7/2015,8/7/2015,8/25/2015,2015,BGY/HER/BGY,B737-400,2,168,5.34,1873.94,1797.413279,26640.78294,Italy,1
10921,4241,4,3046,EN204261,Closed,TOUR,Tour Operators,IT,Tour Ops,8/7/2015,8/7/2015,9/1/2015,2015,BGY/HER/KGS/BGY,B737-400,3,168,5.92,2010.17,2446.079085,29767.33337,Italy,1
10923,3985,4,2093,EN204264,Closed,TOUR,Tour Operators,IT,Tour Ops,8/7/2015,8/7/2015,8/29/2015,2015,HER/RHO/MXP,B737-400,2,168,3.75,1187.78,6232.628078,38478.24087,Italy,0
10925,3651,132,3210,EN204266,Closed,TOUR,Tour Operators,AT,CJ - Adhoc,8/14/2015,8/7/2015,8/26/2015,2015,FDH/LIS/FDH,B737-400,2,168,5.66,1941.78,1978.707897,64419.40277,Austria,1
10927,5920,166,3449,EN204276,Closed,GOVT,Government Ministries & Agenci,UK,CJ - Adhoc,9/9/2015,8/7/2015,9/27/2015,2015,LHR/LGA/SWF/LGA/KIN/GND/LHR,B757-VIP,6,62,22.83,9075.34,25601.13358,381000,United Kingdom,1
10927,5920,166,3449,EN204276,Closed,GOVTVIP,Government - Head of State dep,UK,CJ - Adhoc,9/9/2015,8/7/2015,9/27/2015,2015,LHR/LGA/SWF/LGA/KIN/GND/LHR,B757-VIP,6,62,22.83,9075.34,25601.13358,381000,United Kingdom,1
10932,4511,138,2967,EN204297,Invoiced,OPERATOR,Aircraft Operator,UK,ACMI,8/8/2015,8/8/2015,8/8/2015,2015,BRU/DUS/PRN/DUS/BRU,A340-300,4,353,7.17,1741.52,853.086419,853.086419,United Kingdom,1
10942,4390,113,3926,EN204322,Closed,TOUR,Tour Operators,FR,Tour Ops,8/10/2015,8/10/2015,8/9/2015,2015,CFU/CDG,,1,,,931.87,21.228418,318.426266,France,0
10946,4511,76,2967,EN204328,Closed,OPERATOR,Aircraft Operator,UK,ACMI,8/10/2015,8/10/2015,8/10/2015,2015,BRU/DUB/ORD/BRU,A340-300,3,353,17.67,7205.05,3845.444877,3845.444877,United Kingdom,1
10952,3631,3,2165,EN204344,Closed,COMPETITOR,Competitor company,UK,CJ - Adhoc,8/10/2015,8/10/2015,10/14/2015,2015,XCR/MXP/XCR,B737-400,2,168,2.08,527.92,2459.108217,29592.67096,United Kingdom,1
10955,4614,137,3833,EN204353,Invoiced,SPORT,Sports Teams & Tour Organisers,UK,CJ - Adhoc,8/18/2015,8/10/2015,8/26/2015,2015,SEN/SOU/KRP/BOH/SEN,BAE146-2,4,95,3.66,1002.02,7652.55,57349.28,United Kingdom,1
10969,4676,91,2585,EN204397,Closed,OPERATOR,Aircraft Operator,UK,Other,8/11/2015,8/11/2015,7/21/2015,2015,XXX/XXX,,1,,,,903.003783,1422.068184,United Kingdom,1
10971,3976,4,2687,EN204400,Closed,TOUR,Tour Operators,IT,Tour Ops,8/11/2015,8/11/2015,8/15/2015,2015,MXP/HER/MXP,A320,2,180,5.25,1939.44,1029.634872,2795.075007,Italy,1
10972,3976,4,2687,EN204402,Closed,TOUR,Tour Operators,IT,Tour Ops,8/11/2015,8/11/2015,8/22/2015,2015,MXP/HER/MXP,A320,2,180,5.25,1939.44,540.659496,1953.014434,Italy,1
10974,3996,196,2160,EN204405,Closed,OPERATOR,Aircraft Operator,AT,Tour Ops,8/11/2015,8/11/2015,9/10/2015,2015,CDG/HHN/LDE,B737-800,2,189,2.59,770.03,7855.793378,23604.84446,Austria,0
10978,977,91,2967,EN204416,Closed,OPERATOR,Aircraft Operator,UK,Other,8/11/2015,8/11/2015,8/2/2015,2015,XXX/XXX,,1,,,,212.194086,212.194086,United Kingdom,1
10979,535,61,3479,EN204417,Invoiced,MGMT,Managment Company P-91,UK,CJ - Adhoc,8/21/2015,8/11/2015,11/20/2015,2015,MAN/CWL/CFE PUF/CFE/CWL,FK50-300,4,50,4.5,848.52,1451.911154,16323,United Kingdom,0
10980,913,60,548,EN204418,Closed,TOUR,Tour Operators,IT,CJ - Adhoc,8/11/2015,8/11/2015,8/15/2015,2015,BRS/CAG/TPS/CAG,E145,3,49,1.66,359.32,650.375036,20308.51967,Italy,0
10981,4833,91,3953,EN204420,Closed,OPERATOR,Aircraft Operator,UK,Other,8/11/2015,8/11/2015,9/1/2015,2015,XXX/XXX,,1,,,,557.625975,3435.7,United Kingdom,1
10982,4833,91,3953,EN204421,Closed,OPERATOR,Aircraft Operator,UK,Other,8/11/2015,8/11/2015,9/17/2015,2015,XXX/XXX,,1,,,,160,160,United Kingdom,1
10983,4812,111,3999,EN204422,Invoiced,TRAV,Travel Agents,UK,CJ - Adhoc,9/1/2015,8/11/2015,12/19/2015,2015,EXT/CFE/EXT,FK50-100,2,50,4.34,793.14,616.841727,18100,United Kingdom,1
10984,4833,91,3953,EN204423,Closed,OPERATOR,Aircraft Operator,UK,Other,8/11/2015,8/11/2015,9/21/2015,2015,XXX/XXX,,1,,,,233.361602,2067.38,United Kingdom,1
10985,4812,111,3999,EN204424,Invoiced,TRAV,Travel Agents,UK,CJ - Adhoc,9/9/2015,8/11/2015,1/15/2016,2016,ANR/EXT/BOD/EXT,FK50-300,3,50,4,740.84,476.305756,16650,United Kingdom,0
10986,4833,91,3953,EN204425,Closed,OPERATOR,Aircraft Operator,UK,Other,8/11/2015,8/11/2015,9/29/2015,2015,XXX/XXX,,1,,,,301.810985,847.4,United Kingdom,1
10987,3808,4,3036,EN204433,Closed,TRAV,Travel Agents,IT,Tour Ops,8/12/2015,8/12/2015,9/5/2015,2015,HER/MXP/HER,A320,2,180,5.25,1939.44,1955.5722,14445.29109,Italy,1
10988,3808,4,3036,EN204434,Closed,TRAV,Travel Agents,IT,Tour Ops,8/12/2015,8/12/2015,9/5/2015,2015,HER/VRN/BLQ/HER,A320,3,180,5,1784.68,1366.338469,10945.04851,Italy,1
10989,5372,60,2441,EN204440,Closed,SPORT,Sports Teams & Tour Organisers,IT,CJ - Adhoc,8/13/2015,8/12/2015,8/20/2015,2015,CFE/RMI/CTA/RMI,E145,3,49,3,816.9,636.852533,18327.20068,Italy,0
10991,979,165,195,EN204447,Closed,TOUR,Tour Operators,unknown,Tour Ops,12/22/2015,8/12/2015,5/30/2016,2016,LUX/LDE/HAJ/BRU/LDE CRL/LDE/LUX,B737-800,6,186,3.5,926.28,8444.307011,40754.83666,Other,1
10992,981,4,2993,EN204452,Closed,TOUR,Tour Operators,IT,Tour Ops,8/12/2015,8/12/2015,8/15/2015,2015,MXP/HER/MXP,A320,2,180,5.25,1939.44,205.929806,559.015001,Italy,1
10995,981,4,2993,EN204456,Closed,TOUR,Tour Operators,IT,Tour Ops,8/12/2015,8/12/2015,8/15/2015,2015,BLQ/HER/BLQ,A320,2,180,4.5,1684.3,75.71469,300.735918,Italy,1
10998,981,4,2993,EN204486,Closed,TOUR,Tour Operators,IT,Tour Ops,8/12/2015,8/12/2015,8/22/2015,2015,BLQ/HER/BLQ,A320,2,180,4.5,1684.3,161.335975,1061.420888,Italy,1
10999,3808,4,3036,EN204496,Closed,TRAV,Travel Agents,IT,Tour Ops,8/13/2015,8/13/2015,9/26/2015,2015,BGY/HER/RHO/VRN/BGY,B737-400,4,168,6.42,2089.65,424.628995,16890.83904,Italy,1
11000,3870,4,3778,EN204498,Closed,TOUR,Tour Operators,IT,Tour Ops,8/13/2015,8/13/2015,9/26/2015,2015,BGY/HER/RHO/VRN/BGY,B737-400,4,168,6.42,2089.65,386.030251,15355.30822,Italy,1
11002,434,68,3741,EN204500,Closed,SPORT,Sports Teams & Tour Organisers,IT,CJ - Adhoc,8/14/2015,8/13/2015,8/29/2015,2015,GOA/NAP BIA/NAP,E145,2,,,320.63,687.00821,19813.18992,Italy,0
11002,434,68,3741,EN204500,Closed,SPORT,Sports Teams & Tour Organisers,IT,CJ - Adhoc,8/14/2015,8/13/2015,8/30/2015,2015,BIA/NAP/GOA,E145,2,50,1.25,320.63,687.00821,19813.18992,Italy,0
11003,5142,68,2862,EN204501,Closed,SPORT,Sports Teams & Tour Organisers,IT,CJ - Adhoc,8/14/2015,8/13/2015,8/22/2015,2015,BUD/GOA/PMO/GOA,FK100,3,105,3,841.28,1004.104163,22643.64563,Italy,0
11004,984,76,422,EN204504,Closed,OPERATOR,Aircraft Operator,UK,ACMI,8/13/2015,8/13/2015,8/18/2015,2015,DJE/CDG/DJE/CDG/TUN/CDG/MIR DJE/TUN/CDG/DJE,B737-400,35,162,78.27,25085.56,2449.107332,2449.107332,United Kingdom,1
11007,4355,68,3399,EN204510,Closed,SPORT,Sports Teams & Tour Organisers,IT,CJ - Adhoc,8/19/2015,8/13/2015,8/22/2015,2015,LBG/NAP/PMF/NAP,E145,3,49,2.34,590.38,1344.46646,24837.2488,Italy,0
11008,3808,4,3036,EN204515,Closed,TRAV,Travel Agents,IT,Tour Ops,8/13/2015,8/13/2015,8/22/2015,2015,VRN/BLQ/HER/VRN/BLQ,A320,4,180,5.33,1839.61,403.339937,2653.552221,Italy,0
11010,630,111,2795,EN204525,Invoiced,OPERATOR,Aircraft Operator,UK,Tour Ops,8/13/2015,8/13/2015,7/1/2015,2015,XXX/XXX,E175,1,88,0.25,,528,528,United Kingdom,1
11011,3773,61,4032,EN204533,Closed,MGMT,Managment Company P-91,UK,CJ - Adhoc,9/11/2015,8/13/2015,11/13/2015,2015,DUB/BFS/LYS/BFS,BAE146-2,3,93,4.66,1375.26,400,30400,United Kingdom,0
11015,985,144,3574,EN204554,Closed,CAR,Car / Motor-related Co s,AT,CJ - Adhoc,9/24/2015,8/14/2015,2/26/2016,2016,VIE/FAO/VIE,A320-200,2,180,7,2527.96,6360.141706,101634.1298,Austria,1
11015,985,144,3574,EN204554,Closed,CAR,Car / Motor-related Co s,AT,CJ - Adhoc,9/24/2015,8/14/2015,2/26/2016,2016,VIE/SZG/FAO/SZG/VIE,A320-200,4,180,6.34,2211.7,6360.141706,101634.1298,Austria,1
11016,874,146,3423,EN204557,Closed,TRAV,Travel Agents,UK,CJ - Adhoc,8/18/2015,8/14/2015,10/13/2015,2015,DXB/IKA/DXB,B737-800,2,189,4.25,1294.96,3470.987729,33354.71456,United Kingdom,1
11025,5869,3,2166,EN204582,Closed,OPERATOR,Aircraft Operator,AT,CJ - Adhoc,8/14/2015,8/14/2015,8/26/2015,2015,FDH/LIS/FDH,B737-400,2,168,5.5,1941.78,1252.108689,62026.66997,Austria,1
11054,5156,27,2121,EN204658,Closed,TRAV,Travel Agents,FR,CJ - Adhoc,9/7/2015,8/18/2015,2/24/2016,2016,CDG/CWL/CDG,RJ85,2,95,1.5,267.62,986.997815,14641.59192,France,1
11057,991,35,587,EN204662,Invoiced,CAR,Car / Motor-related Co s,DE,CJ - Adhoc,11/10/2015,8/18/2015,1/12/2016,2016,FRA/BUD/FRA,B757-300,2,265,2.84,901.84,8529.268646,46479.41027,Germany,1
11058,646,61,3479,EN204665,Closed,MGMT,Managment Company P-91,UK,CJ - Adhoc,8/21/2015,8/18/2015,12/18/2015,2015,ANR/CWL/BOD/RTM/BOD/CWL,FK50-300,5,50,4.34,815.3,908.265437,15400,United Kingdom,0
11059,990,132,3365,EN204666,Closed,TRAV,Travel Agents,AT,CJ - Adhoc,9/2/2015,8/18/2015,9/18/2015,2015,VIE/TAT,"A319,B737-800",1,150,0.75,156.92,3115.011415,27789.66895,Austria,0
11059,990,132,3365,EN204666,Closed,TRAV,Travel Agents,AT,CJ - Adhoc,9/2/2015,8/18/2015,9/20/2015,2015,TAT/VIE,"A319,B737-800",1,189,0.83,156.92,3115.011415,27789.66895,Austria,0
11062,646,61,3479,EN204672,Invoiced,MGMT,Managment Company P-91,UK,CJ - Adhoc,8/21/2015,8/18/2015,10/30/2015,2015,MAN/CWL/GLA CWL/GLA/CWL,FK50-300,4,50,4,542.5,1248.387578,15700,United Kingdom,0
11064,3669,196,2809,EN204687,Closed,OPERATOR,Aircraft Operator,FR,Tour Ops,8/18/2015,8/18/2015,9/5/2015,2015,SPU/BOD/SPU,FK100,2,109,4.5,1469.98,759.132421,25351.41267,France,1
11065,3669,196,2809,EN204688,Closed,OPERATOR,Aircraft Operator,FR,Tour Ops,8/18/2015,8/18/2015,9/12/2015,2015,SPU/BOD/SPU,FK100,2,109,4.5,1469.98,778.396118,26454.80165,France,1
11066,3669,196,2809,EN204689,Closed,OPERATOR,Aircraft Operator,FR,Tour Ops,8/18/2015,8/18/2015,9/19/2015,2015,SPU/BOD/SPU,FK100,2,109,4.5,1469.98,703.481736,26358.31906,France,1
11067,3669,196,2809,EN204690,Closed,OPERATOR,Aircraft Operator,FR,Tour Ops,8/18/2015,8/18/2015,9/26/2015,2015,SPU/BOD/SPU,FK100,2,109,4.5,1469.98,660.673516,25507.76256,France,1
11069,5142,68,2862,EN204693,Closed,SPORT,Sports Teams & Tour Organisers,IT,CJ - Adhoc,9/21/2015,8/18/2015,9/22/2015,2015,GOA/FCO,"ATR72,B737-3QC",1,147,0.92,216.14,984.631851,20690.63927,Italy,0
11069,5142,68,2862,EN204693,Closed,SPORT,Sports Teams & Tour Organisers,IT,CJ - Adhoc,9/21/2015,8/18/2015,9/22/2015,2015,GOA/FCO AOI/FCO/GOA,"ATR72,B737-3QC",3,,2.5,432.28,984.631851,20690.63927,Italy,1
11071,4482,3,2060,EN204702,Closed,OPERATOR,Aircraft Operator,IT,ACMI,8/18/2015,8/18/2015,7/1/2015,2015,XXX/XXX,B737-400,1,168,0.25,,7026.476945,10037.82421,Italy,1
11073,876,76,2585,EN204706,Closed,OPERATOR,Aircraft Operator,UK,ACMI,8/18/2015,8/18/2015,8/22/2015,2015,AAR/CDG/DJE/CDG/BLL,A320,4,180,8.42,2955.56,536.179295,536.179295,United Kingdom,0
11079,6132,8,3947,EN204718,Closed,HOTEL,Hotels,IT,Tour Ops,8/19/2015,8/19/2015,8/27/2015,2015,MXP/CRV/MXP,B737-400,2,170,3.42,1087.82,734.25559,20955.34956,Italy,1
11080,767,8,458,EN204722,Closed,TOUR,Tour Operators,IT,Tour Ops,8/19/2015,8/19/2015,8/26/2015,2015,VRN/ZTH/BLQ/ZTH/VRN,B737-400,4,170,7.34,2469.2,3265.13586,42753.35409,Italy,1
11084,4250,113,2531,EN204736,Closed,TRAV,Travel Agents,FR,Tour Ops,8/19/2015,8/19/2015,8/24/2015,2015,HER/DOL,,1,,,1381.74,,113.218228,France,0
11085,4858,8,2871,EN204737,Closed,MANU,Manufacturing,IT,CJ - Adhoc,8/19/2015,8/19/2015,9/1/2015,2015,TRN/BWE/TRN,E145,2,50,3.16,884.14,538.527398,21332.76256,Italy,1
11098,646,61,3479,EN204770,Invoiced,MGMT,Managment Company P-91,UK,CJ - Adhoc,8/21/2015,8/19/2015,10/16/2015,2015,ANR/CWL/TSF/CWL,FK50-300,3,50,6.84,1409.66,355.453855,17880,United Kingdom,0
11099,646,61,3479,EN204771,Invoiced,MGMT,Managment Company P-91,UK,CJ - Adhoc,8/21/2015,8/19/2015,12/5/2015,2015,ANR/CWL/PMF/CWL,FK50-300,3,50,6.66,1343.26,670.637748,17200,United Kingdom,0
11101,4296,8,2367,EN204782,Closed,TRAV,Travel Agents,IT,CJ - Adhoc,9/10/2015,8/20/2015,10/8/2015,2015,WAW/VRN/WAW,B737-400,2,168,3.5,1136.04,1837.750769,25329.47723,Italy,1
11104,1000,181,593,EN204799,Closed,TRAV,Travel Agents,DE,CJ - Adhoc,8/26/2015,8/20/2015,12/8/2015,2015,ARN/KTT/ARN/KTT/ARN,"BAE146-2,FK50-100",4,,8,2061.6,9801.554403,88161.26069,Germany,1
11104,1000,181,593,EN204799,Closed,TRAV,Travel Agents,DE,CJ - Adhoc,8/26/2015,8/20/2015,12/11/2015,2015,ARN/KTT/ARN,"BAE146-2,FK50-100",2,50,5.34,1030.8,9801.554403,88161.26069,Germany,1
11106,876,76,2585,EN204805,Closed,OPERATOR,Aircraft Operator,UK,ACMI,8/20/2015,8/20/2015,8/29/2015,2015,CDG/DJE/CDG/DJE/CDG/BLL,A320,9,180,13.5,4390.18,1231.121937,1231.121937,United Kingdom,0
11112,1008,61,594,EN204840,Closed,SPORT,Sports Teams & Tour Organisers,UK,CJ - Adhoc,9/10/2015,8/21/2015,12/4/2015,2015,ANR/CWL/TSF/CWL,FK50-300,3,50,6.84,1409.66,477.939972,16850,United Kingdom,0
11120,3669,196,2809,EN204863,Closed,OPERATOR,Aircraft Operator,FR,Tour Ops,8/22/2015,8/22/2015,9/6/2015,2015,CDG/TLS/PFO/TLS/CDG,B737-800,4,189,10.58,3718.02,3466.238586,50085.74486,France,1
11121,3669,196,2809,EN204864,Closed,OPERATOR,Aircraft Operator,FR,Tour Ops,8/22/2015,8/22/2015,9/13/2015,2015,CDG/TLS/PFO/TLS/CDG,B737-800,4,189,10.58,3718.02,3521.375573,50715.76056,France,1
11122,3669,196,2809,EN204865,Closed,OPERATOR,Aircraft Operator,FR,Tour Ops,8/22/2015,8/22/2015,9/20/2015,2015,CDG/TLS/PFO/TLS/CDG,B737-800,4,189,10.58,3718.02,3459.589044,49970.48373,France,1
11123,3669,196,2809,EN204866,Closed,OPERATOR,Aircraft Operator,FR,Tour Ops,8/22/2015,8/22/2015,9/27/2015,2015,CDG/TLS/PFO/TLS/CDG,B737-800,4,189,10.58,3718.02,3364.01256,49132.43436,France,1
11126,6132,8,3947,EN204877,Closed,HOTEL,Hotels,IT,Tour Ops,8/24/2015,8/24/2015,9/3/2015,2015,MXP/CRV/MXP,B737-400,2,170,3.42,1087.82,797.445776,20856.05736,Italy,1
11130,6132,8,3947,EN204891,Closed,HOTEL,Hotels,IT,Tour Ops,8/24/2015,8/24/2015,9/10/2015,2015,MXP/CRV/MXP,B737-400,2,170,3.42,1087.82,2486.458331,20542.52283,Italy,1
11131,5411,21,2904,EN204894,Invoiced,OPERATOR,Aircraft Operator,FR,ACMI,8/24/2015,8/24/2015,8/22/2015,2015,RIX/ZRH/RIX,B737-400,2,168,4.66,1597.74,500.930299,500.930299,France,1
11136,4510,32,2967,EN204909,Closed,OPERATOR,Aircraft Operator,UK,CJ - Adhoc,9/23/2015,8/24/2015,8/18/2015,2015,LGW/MPN/LGW,,2,,,13693.3,74482.24676,74482.24676,United Kingdom,1
11144,5597,24,2165,EN204931,Closed,COMPETITOR,Competitor company,UK,CJ - Adhoc,8/24/2015,8/24/2015,11/20/2015,2015,CDG/WAW/CDG,A321-200,2,212,4.34,1448.68,732.922896,66448.6221,United Kingdom,1
11147,143,186,0,EN204942,Closed,ENGINEER,"Civil, electric ing, construct",US,CJ - Adhoc,8/24/2015,8/24/2015,10/11/2015,2015,CMN/OZZ,"ATR72,B737-700,B737-800",1,72,1,149.76,47007.13393,103635.8897,United States,0
11147,143,186,0,EN204942,Closed,ENGINEER,"Civil, electric ing, construct",US,CJ - Adhoc,8/24/2015,8/24/2015,10/11/2015,2015,CMN/OZZ,"ATR72,B737-700,B737-800",1,153,0.75,149.76,47007.13393,103635.8897,United States,0
11147,143,186,0,EN204942,Closed,ENGINEER,"Civil, electric ing, construct",US,CJ - Adhoc,8/24/2015,8/24/2015,10/18/2015,2015,RAK/LOS,"ATR72,B737-700,B737-800",1,118,4.33,1632.18,47007.13393,103635.8897,United States,0
11149,3918,8,2351,EN204949,Closed,PILGRIM,Pilgrims or religion related,IT,Seat Sales,8/25/2015,8/25/2015,9/1/2015,2015,BRI/PUF/BRI,B737-3QC,2,148,4.5,1546.58,827.882418,10188.35616,Italy,1
11150,3843,3,2166,EN204952,Closed,OPERATOR,Aircraft Operator,AT,CJ - Adhoc,8/25/2015,8/25/2015,9/22/2015,2015,KSF/VIE/PRN/VIE/KSF,B737-400,4,168,5.16,1445.94,7808.290528,47498.31621,Austria,1
11151,6079,24,2915,EN204954,Closed,TRAV,Travel Agents,AT,Tour Ops,8/25/2015,8/25/2015,9/12/2015,2015,LNZ/BWK/VIE/BWK/LNZ,ATR72,4,64,6.5,1208.46,913.242011,25088.47032,Austria,1
11152,6079,24,2915,EN204955,Closed,TRAV,Travel Agents,AT,Tour Ops,8/25/2015,8/25/2015,9/19/2015,2015,LNZ/BWK/VIE/BWK/LNZ,ATR72,4,64,6.08,1208.46,913.242011,25088.47032,Austria,1
11153,6079,24,2915,EN204956,Closed,TRAV,Travel Agents,AT,Tour Ops,8/25/2015,8/25/2015,9/26/2015,2015,LNZ/BWK/VIE/BWK/LNZ,ATR72,4,64,6.08,1208.46,913.242011,25088.47032,Austria,1
11154,6079,24,2915,EN204957,Closed,TRAV,Travel Agents,AT,Tour Ops,8/25/2015,8/25/2015,10/3/2015,2015,BWK/VIE/BWK/LNZ,ATR72,3,64,4.5,893.77,4573.87612,18269.14629,Austria,0
11173,5055,3,3989,EN205010,Closed,OPERATOR,Aircraft Operator,FR,CJ - Adhoc,8/31/2015,8/26/2015,9/1/2015,2015,ZAG/GRO/ZAG,B737-400,2,168,3.66,1238.76,713.47032,30679.22374,France,1
11186,4858,8,2871,EN205053,Closed,MANU,Manufacturing,IT,CJ - Adhoc,8/27/2015,8/27/2015,9/8/2015,2015,TRN/BWE/TRN,E145,2,50,3.16,884.14,2458.504567,23901.25571,Italy,1
11188,913,60,548,EN205062,Closed,TOUR,Tour Operators,IT,CJ - Adhoc,9/17/2015,8/27/2015,9/22/2015,2015,NCE/GOA/CAG,CRJ900,2,90,1.08,310.09,898.972603,12699.77169,Italy,0
11191,3918,8,2351,EN205072,Closed,PILGRIM,Pilgrims or religion related,IT,Seat Sales,8/27/2015,8/27/2015,9/15/2015,2015,BRI/PUF,B737-3QC,1,147,2.25,773.29,634.988583,256.849314,Italy,0
11193,5790,144,2200,EN205076,Closed,MGMT,Managment Company P-91,AT,CJ - Adhoc,1/12/2016,8/27/2015,6/8/2016,2016,VIE/AVN/VIE,A320-200,2,168,4.08,1094.54,13782.61343,55646.3538,Austria,1
11204,3642,181,2782,EN205109,Closed,TRAV,Travel Agents,DE,CJ - Adhoc,9/3/2015,8/28/2015,9/15/2015,2015,LUX/CGN/SVQ/CGN,B737-800,3,186,6,1960.46,2870.46233,42308.78995,Germany,0
11207,981,174,2993,EN205119,Closed,TOUR,Tour Operators,IT,Seat Sales,8/28/2015,8/28/2015,9/5/2015,2015,MXP/HER/MXP,A320,2,180,5.25,1939.44,367.765412,420.947488,Italy,1
11215,4064,166,4194,EN205143,Closed,CONF,"Conference, Incentive, etc",UK,CJ - Adhoc,10/12/2015,8/28/2015,1/18/2016,2016,STN/GOT/STN,B757-200,2,202,4,1082.38,12702.3876,92492.77,United Kingdom,1
11216,5396,205,2177,EN205148,Closed,ENGINEER,"Civil, electric ing, construct",UK,CJ - Adhoc,11/23/2015,8/28/2015,2/20/2016,2016,BHX/INN/MAN,B146-VIP,2,46,2.17,635.5,1203.1,26300,United Kingdom,0
11219,3540,138,3203,EN205162,Invoiced,OPERATOR,Aircraft Operator,UK,ACMI,8/29/2015,8/29/2015,8/29/2015,2015,KTW/CDG/MIR/CDG/KTW,A320-200,4,180,9.59,3040.2,1427.104722,1427.104722,United Kingdom,1
11225,4296,8,2367,EN205176,Closed,TRAV,Travel Agents,IT,CJ - Adhoc,9/10/2015,8/31/2015,10/24/2015,2015,TRN/FCO/TRN,E145,2,50,2.34,570.04,457.607263,14094.3037,Italy,1
11242,1028,3,607,EN205224,Closed,PRIV,Private clients or their agent,IT,Seat Sales,9/1/2015,9/1/2015,10/18/2015,2015,MXP/CUN/MXP,,2,,,9466.24,174.959731,3069.819885,Italy,1
11243,728,111,433,EN205226,Invoiced,PRIV,Private clients or their agent,UK,CJ - Adhoc,9/1/2015,9/1/2015,8/30/2015,2015,LBG/PSA/RUH,B757-VIP,2,62,6.59,2553.54,12735.62091,274173.5294,United Kingdom,0
11244,728,111,433,EN205227,Invoiced,PRIV,Private clients or their agent,UK,CJ - Adhoc,9/1/2015,9/1/2015,9/3/2015,2015,RUH/LBG,B757-VIP,1,62,6.5,2513.1,2758.67923,77922.07792,United Kingdom,0
11245,630,111,2795,EN205230,Invoiced,OPERATOR,Aircraft Operator,UK,Tour Ops,9/1/2015,9/1/2015,8/1/2015,2015,XXX/XXX,E175,1,88,0.25,,3858,3858,United Kingdom,1
11246,3662,144,3035,EN205231,Closed,TRAV,Travel Agents,AT,CJ - Adhoc,9/8/2015,9/1/2015,9/11/2015,2015,VIE/FDH/VIE,SF340,2,33,3.25,569.88,1513.934077,15232.59132,Austria,1
11247,3540,76,3203,EN205232,Closed,OPERATOR,Aircraft Operator,UK,ACMI,9/1/2015,9/1/2015,8/28/2015,2015,KTW/SKG/BRU/KTW,A320-200,3,180,7,2164.09,478.398469,478.398469,United Kingdom,1
11249,291,61,2218,EN205237,Invoiced,TRAV,Travel Agents,UK,CJ - Adhoc,9/11/2015,9/1/2015,9/29/2015,2015,LGW/MAN DUS/MAN  ,A340-500,2,237,8.17,3248.23,4897.917912,128417.2,United Kingdom,0
11256,5154,196,2026,EN205264,Closed,TOUR,Tour Operators,FR,Tour Ops,9/1/2015,9/1/2015,10/9/2015,2015,CDG/PMO/CDG,B737-800,2,189,4.58,1587.86,-87.487186,21460.71899,France,1
11261,3642,181,2782,EN205275,Closed,TRAV,Travel Agents,DE,CJ - Adhoc,9/3/2015,9/1/2015,12/8/2015,2015,DUS/MAN/DUS,B737-800,2,186,2.66,706.52,2164.850541,65411.63169,Germany,1
