Accountid,enqid,product,brokercountry,owner,qtq_firstflightdate,Grossprofit
621,1753,CJ,France,SFEILL,2016-11-22 00:00:00,3746.790468
483,1754,CJ,France,SFEILL,2017-05-04 00:00:00,3691.257775
1,1755,CJ,France,KRIGHI,2016-10-27 00:00:00,2319.505123
49,1756,Tour Ops,United Kingdom,LBARBE,2016-06-01 00:00:00,1003.9
326,1757,Tour Ops,Italy,ALONGH,2016-07-08 00:00:00,1664.296448
326,1758,Tour Ops,Italy,ALONGH,2016-07-15 00:00:00,1618.002055
109,1759,CJ,Italy,DROSA,2016-07-23 00:00:00,889.820454
109,1760,CJ,Italy,DROSA,2016-07-30 00:00:00,891.402357
638,1761,CJ,Italy,SKOSEK,2016-12-11 00:00:00,10411.840739
559,1762,CJ,Italy,ALONGH,2016-08-09 00:00:00,3076.386434
676,1763,Tour Ops,France,TELFAS,2016-07-06 00:00:00,1329.23357
327,1764,Tour Ops,France,TELFAS,2016-07-15 00:00:00,624.851696
327,1765,Tour Ops,France,TELFAS,2016-07-29 00:00:00,427.113818
447,1766,Tour Ops,France,TELFAS,2016-07-22 00:00:00,13870.837617
121,1767,CJ,Italy,AALTAM,2016-07-07 00:00:00,3515.099264
589,1768,Tour Ops,Austria,BEGGER,2017-04-28 00:00:00,13405.321354
754,1769,CJ,United Kingdom,JCAVAL,2016-07-06 00:00:00,2673.68
526,1770,CJ,United Kingdom,MHOLT,2016-07-06 00:00:00,32630.727966
47,1771,CJ,Italy,CLEGRO,2016-09-15 00:00:00,6137.686122
357,1772,Tour Ops,Italy,SKOSEK,2016-07-08 00:00:00,3031.717153
336,1773,CJ,Italy,AALTAM,2016-07-06 00:00:00,1415.605473
327,1774,Tour Ops,France,TELFAS,2016-08-19 00:00:00,580.66145
327,1775,Tour Ops,France,TELFAS,2016-08-26 00:00:00,580.66145
356,1776,Tour Ops,Austria,BEGGER,2016-08-19 00:00:00,1683.076664
777,1777,CJ,United Kingdom,JCAVAL,2016-07-20 00:00:00,464.040288
357,1778,Tour Ops,Italy,SKOSEK,2016-07-15 00:00:00,3034.880961
357,1779,Tour Ops,Italy,SKOSEK,2016-07-22 00:00:00,2855.334967
357,1780,Tour Ops,Italy,SKOSEK,2016-07-29 00:00:00,2610.930949
357,1781,Tour Ops,Italy,SKOSEK,2016-08-05 00:00:00,2869.645711
357,1782,Tour Ops,Italy,SKOSEK,2016-08-12 00:00:00,2969.788773
357,1783,Tour Ops,Italy,SKOSEK,2016-08-19 00:00:00,2969.788773
357,1784,Tour Ops,Italy,SKOSEK,2016-08-26 00:00:00,2932.761086
357,1785,Tour Ops,Italy,SKOSEK,2016-09-02 00:00:00,2352.387472
357,1786,Tour Ops,Italy,SKOSEK,2016-09-09 00:00:00,2787.951394
357,1787,Tour Ops,Italy,SKOSEK,2016-09-16 00:00:00,3116.549716
327,1788,Tour Ops,France,TELFAS,2016-07-22 00:00:00,565.609428
356,1789,CJ,Austria,BEGGER,2017-01-20 00:00:00,591.316101
821,1790,CJ,Germany,SDROBJ,2017-01-09 00:00:00,97438.021655
787,1791,CJ,United Kingdom,WTAYLO,2016-07-13 00:00:00,8432.799993
396,1792,CJ,Austria,MGERNE,2016-08-24 00:00:00,10513.338381
833,1793,CJ,USA,SMOORE,2016-07-12 00:00:00,72688.89827
354,1794,CJ,France,DCOUTE,2016-07-07 00:00:00,79.095152
493,1795,CJ,United Kingdom,NCOOPE,2016-07-14 00:00:00,35487.498395
125,1796,CJ,Germany,IMUTLU,2017-02-08 00:00:00,2030.194507
398,1797,CJ,Germany,CJUDIC,2017-01-20 00:00:00,2126.203755
496,1798,CJ,Italy,EMEAZZ,2016-08-01 00:00:00,2556.484052
430,1799,Tour Ops,United Kingdom,NMOR,2017-02-11 00:00:00,12127.917004
783,1800,CJ,Germany,MHERTH,2016-09-19 00:00:00,2066.866337
398,1801,CJ,Germany,CJUDIC,2017-01-16 00:00:00,26704.646069
398,1802,CJ,Germany,CJUDIC,2017-01-11 00:00:00,122227.741181
823,1803,CJ,United Kingdom,MHOLT,2016-09-07 00:00:00,64653.7
62,1804,Tour Ops,Austria,BEGGER,2016-09-03 00:00:00,2527.811056
62,1805,Tour Ops,Austria,BEGGER,2016-09-17 00:00:00,2437.959952
62,1806,Tour Ops,Austria,BEGGER,2016-10-01 00:00:00,2511.945394
62,1807,Tour Ops,Austria,BEGGER,2016-10-15 00:00:00,1008.105805
62,1808,Tour Ops,Austria,BEGGER,2016-08-27 00:00:00,3929.984012
62,1809,Tour Ops,Austria,BEGGER,2016-09-10 00:00:00,2499.144276
62,1810,Tour Ops,Austria,BEGGER,2016-09-24 00:00:00,5031.661818
62,1811,Tour Ops,Austria,BEGGER,2016-10-08 00:00:00,2331.911264
458,1812,CJ,United Kingdom,MHOLT,2016-07-19 00:00:00,2366.666
101,1813,Tour Ops,France,TELFAS,2016-07-13 00:00:00,5172.822905
688,1814,Tour Ops,France,TELFAS,2016-07-26 00:00:00,7688.048722
767,1815,Tour Ops,France,TELFAS,2016-08-23 00:00:00,0.0
657,1816,CJ,United Kingdom,WTAYLO,2016-09-09 00:00:00,1075.565286
109,1817,CJ,Italy,DROSA,2016-08-07 00:00:00,1136.076749
787,1818,CJ,United Kingdom,WTAYLO,2017-02-21 00:00:00,2805.23072
444,1819,CJ,France,SFEILL,2017-05-22 00:00:00,2833.405322
29,1820,CJ,United Kingdom,JCAVAL,2016-07-25 00:00:00,6224.781342
33,1821,CJ,Italy,DROSA,2016-07-21 00:00:00,2487.392233
560,1822,CJ,Austria,BEGGER,2016-07-30 00:00:00,1898.283635
326,1823,Tour Ops,Italy,ALONGH,2016-07-22 00:00:00,2942.339636
743,1824,CJ,United Kingdom,MHOLT,2016-08-18 00:00:00,1017.22
716,1825,Tour Ops,Austria,BEGGER,2017-05-19 00:00:00,1462.189012
62,1826,Tour Ops,Austria,BEGGER,2016-10-22 00:00:00,6549.488054
341,1827,CJ,France,ALAUNA,2016-10-26 00:00:00,16.322528
336,1828,CJ,Italy,ABETTO,2016-07-24 00:00:00,616.348968
326,1829,Tour Ops,Italy,ALONGH,2016-07-29 00:00:00,2755.548526
336,1830,CJ,Italy,ABETTO,2016-07-24 00:00:00,613.398718
494,1831,CJ,France,DHOPFG,2016-08-31 00:00:00,9382.403437
494,1832,CJ,France,DHOPFG,2016-10-09 00:00:00,3602.03072
326,1833,Tour Ops,Italy,ALONGH,2016-08-05 00:00:00,2849.431963
555,1834,CJ,Italy,EMEAZZ,2016-08-02 00:00:00,3124.009089
777,1835,CJ,United Kingdom,JCAVAL,2016-08-03 00:00:00,3668.421812
351,1836,Tour Ops,Austria,BEGGER,2016-09-02 00:00:00,446.534314
430,1837,Tour Ops,United Kingdom,NMOR,2017-02-11 00:00:00,5906.924243
786,1838,CJ,Italy,DROSA,2016-08-11 00:00:00,1216.107045
587,1839,CJ,Austria,BEGGER,2017-05-18 00:00:00,6507.152732
663,1840,CJ,Italy,DROSA,2016-08-27 00:00:00,988.622403
127,1841,CJ,Italy,EMEAZZ,2016-08-05 00:00:00,3266.851805
531,1842,Tour Ops,Austria,BEGGER,2017-05-25 00:00:00,3860.850039
396,1843,CJ,Austria,MTRULL,2016-09-22 00:00:00,17452.243115
583,1844,Tour Ops,France,TELFAS,2016-07-23 00:00:00,0.0
583,1845,Tour Ops,France,TELFAS,2016-07-23 00:00:00,-87.004666
49,1846,Tour Ops,United Kingdom,LBARBE,2016-07-01 00:00:00,842.45
326,1847,Tour Ops,Italy,ALONGH,2016-08-12 00:00:00,3151.199194
33,1848,CJ,Italy,DROSA,2016-08-04 00:00:00,4672.304977
667,1849,CJ,United Kingdom,DTUGWE,2017-05-21 00:00:00,493.81
542,1850,CJ,Italy,DROSA,2016-08-12 00:00:00,2556.534545
417,1851,CJ,United Kingdom,DTUGWE,2016-10-15 00:00:00,524.048389
43,1852,CJ,USA,SMOORE,2016-08-08 00:00:00,7121.041826
43,1853,CJ,USA,SMOORE,2016-09-01 00:00:00,72590.742439
43,1854,CJ,USA,SMOORE,2016-10-01 00:00:00,110877.85644
43,1855,CJ,USA,SMOORE,2016-11-01 00:00:00,125534.508695
327,1856,Tour Ops,France,TELFAS,2016-08-05 00:00:00,1173.567283
124,1857,CJ,USA,JSILVA,2016-09-11 00:00:00,4871.433758
628,1858,Tour Ops,Italy,ALONGH,2016-08-03 00:00:00,841.538332
552,1859,CJ,France,CBOUGE,2017-03-23 00:00:00,1690.462017
558,1860,CJ,France,CBOUGE,2017-08-28 00:00:00,7910.661113
783,1861,CJ,Germany,MHERTH,2016-08-21 00:00:00,1690.818818
11,1862,CJ,Italy,ALONGH,2016-08-06 00:00:00,8447.47959
350,1863,CJ,Germany,MHERTH,2016-09-01 00:00:00,8404.235847
627,1864,CJ,Germany,SDROBJ,2017-01-18 00:00:00,25568.515076
448,1865,CJ,Italy,ALONGH,2016-08-20 00:00:00,841.538332
628,1866,Tour Ops,Italy,ABETTO,2016-07-14 00:00:00,4429.32848
128,1867,CJ,France,CBOUGE,2017-11-12 00:00:00,15825.064559
582,1868,CJ,Germany,CJUDIC,2016-08-15 00:00:00,2863.149038
583,1869,Tour Ops,France,TELFAS,2016-08-01 00:00:00,0.0
583,1870,Tour Ops,France,TELFAS,2016-06-12 00:00:00,0.0
29,1871,CJ,United Kingdom,JCAVAL,2016-08-21 00:00:00,6800.0
370,1872,CJ,United Kingdom,JCAVAL,2016-08-14 00:00:00,11066.563457
785,1873,CJ,United Kingdom,MHOLT,2016-08-08 00:00:00,1503.47265
446,1874,CJ,France,KRIGHI,2017-06-07 00:00:00,38163.253789
326,1875,Tour Ops,Italy,ALONGH,2016-08-19 00:00:00,8001.994448
326,1876,Tour Ops,Italy,ALONGH,2016-08-26 00:00:00,5433.080871
375,1877,Tour Ops,France,TELFAS,2016-08-30 00:00:00,664.041068
785,1878,CJ,United Kingdom,MHOLT,2016-08-09 00:00:00,1503.418804
658,1879,CJ,Austria,MTRULL,2017-05-25 00:00:00,7353.921908
785,1880,CJ,United Kingdom,MHOLT,2016-08-10 00:00:00,1090.0
326,1881,Tour Ops,Italy,ALONGH,2016-09-02 00:00:00,2150.410743
583,1882,Tour Ops,France,TELFAS,2016-08-01 00:00:00,0.0
583,1883,Tour Ops,France,TELFAS,2016-08-01 00:00:00,0.0
583,1884,Tour Ops,France,TELFAS,2016-08-01 00:00:00,0.0
583,1885,Tour Ops,France,TELFAS,2016-08-01 00:00:00,0.0
583,1886,Tour Ops,France,TELFAS,2016-08-01 00:00:00,0.0
637,1887,CJ,Italy,ALONGH,2016-08-20 00:00:00,795.253725
33,1888,CJ,Italy,DROSA,2016-08-15 00:00:00,9765.286545
488,1889,CJ,France,DHOPFG,2016-10-04 00:00:00,2010.332765
408,1890,Tour Ops,Italy,ALONGH,2017-02-09 00:00:00,4633.169722
657,1891,CJ,United Kingdom,WTAYLO,2016-10-01 00:00:00,1000.0
131,1892,CJ,United Kingdom,JCAVAL,2017-06-22 00:00:00,913.983087
121,1893,CJ,Italy,AALTAM,2016-08-24 00:00:00,13069.957083
492,1894,CJ,France,KRIGHI,2016-02-29 00:00:00,14588.708825
637,1895,CJ,Italy,DROSA,2016-09-09 00:00:00,1490.954989
327,1896,Tour Ops,France,TELFAS,2016-09-09 00:00:00,415.000856
448,1897,CJ,Italy,DROSA,2016-08-27 00:00:00,673.230665
748,1898,CJ,Italy,DROSA,2016-09-19 00:00:00,1026.869759
583,1899,Tour Ops,France,TELFAS,2016-07-31 00:00:00,0.0
33,1900,CJ,Italy,DROSA,2016-08-22 00:00:00,4880.922326
422,1901,CJ,Italy,EMEAZZ,2016-10-03 00:00:00,6799.829352
540,1902,Tour Ops,France,TELFAS,2016-10-08 00:00:00,1597.269624
486,1903,Tour Ops,Austria,BEGGER,2017-05-01 00:00:00,3731.859019
134,1904,CJ,United Kingdom,NCOOPE,2017-02-11 00:00:00,4131.2
796,1905,CJ,Italy,EMEAZZ,2016-09-10 00:00:00,1854.270066
33,1906,CJ,Italy,DROSA,2016-08-25 00:00:00,841.538332
700,1907,CJ,Germany,MHERTH,2016-11-05 00:00:00,4154.030893
43,1908,CJ,USA,SMOORE,2016-09-04 00:00:00,79786.281696
540,1909,Tour Ops,France,TELFAS,2016-10-10 00:00:00,3083.617747
43,1910,CJ,USA,SMOORE,2016-10-01 00:00:00,101038.623739
43,1911,CJ,USA,SMOORE,2016-11-01 00:00:00,90833.627176
621,1912,CJ,France,SFEILL,2016-11-29 00:00:00,4209.820557
540,1913,Tour Ops,France,TELFAS,2016-10-03 00:00:00,826.134812
448,1914,CJ,Italy,DROSA,2016-09-11 00:00:00,855.724799
779,1915,Tour Ops,France,TELFAS,2016-10-06 00:00:00,1518.771331
779,1916,Tour Ops,France,TELFAS,2016-10-13 00:00:00,1365.187714
677,1917,CJ,Germany,CJUDIC,2017-02-06 00:00:00,874.318167
326,1918,Tour Ops,Italy,ALONGH,2016-09-09 00:00:00,2524.756112
412,1919,CJ,Italy,ALONGH,2016-09-20 00:00:00,855.724799
777,1920,CJ,United Kingdom,JCAVAL,2016-09-13 00:00:00,706.81
777,1921,CJ,United Kingdom,JCAVAL,2016-09-13 00:00:00,661.86237
29,1922,CJ,United Kingdom,JCAVAL,2016-09-12 00:00:00,1500.0
427,1923,CJ,Austria,MTRULL,2016-12-08 00:00:00,2290.076335
33,1924,CJ,Italy,CLEGRO,2016-10-06 00:00:00,3424.146759
807,1925,CJ,Germany,CJUDIC,2017-01-04 00:00:00,23382.328095
370,1926,CJ,United Kingdom,DTUGWE,2016-09-27 00:00:00,7015.45
370,1927,CJ,United Kingdom,DTUGWE,2016-10-18 00:00:00,12885.152147
743,1928,CJ,United Kingdom,MHOLT,2016-09-28 00:00:00,10006.519673
701,1929,CJ,Italy,DROSA,2016-09-30 00:00:00,476.748645
663,1930,CJ,Italy,ALONGH,2016-09-17 00:00:00,1283.587199
396,1931,CJ,Austria,MTRULL,2016-09-29 00:00:00,86764.34195
42,1932,CJ,France,CBOUGE,2017-09-29 00:00:00,9835.776806
370,1933,CJ,United Kingdom,DTUGWE,2016-11-22 00:00:00,1003.01
799,1934,CJ,USA,SMOORE,2016-09-02 00:00:00,54619.660865
36,1935,CJ,Germany,IMUTLU,2017-01-28 00:00:00,596.652541
754,1936,CJ,United Kingdom,JCAVAL,2016-09-20 00:00:00,550.0
396,1937,CJ,Austria,MTRULL,2016-09-06 00:00:00,25347.253124
409,1938,Tour Ops,Italy,ABETTO,2016-09-18 00:00:00,6940.587028
33,1939,CJ,Italy,CLEGRO,2016-09-05 00:00:00,4039.406128
138,1940,CJ,United Kingdom,WTAYLO,2017-03-14 00:00:00,10576.07562
49,1941,Tour Ops,United Kingdom,LBARBE,2016-08-01 00:00:00,701.22
563,1942,Tour Ops,Italy,ABETTO,2016-09-25 00:00:00,2620.648641
663,1943,CJ,Italy,CLEGRO,2016-10-01 00:00:00,1023.890785
663,1944,CJ,Italy,CLEGRO,2016-10-30 00:00:00,1279.863482
763,1945,CJ,Austria,MTRULL,2016-10-12 00:00:00,4522.184301
663,1946,CJ,Italy,CLEGRO,2016-11-19 00:00:00,1468.618874
136,1947,CJ,USA,JSILVA,2017-03-18 00:00:00,16703.170762
777,1948,CJ,United Kingdom,JCAVAL,2016-10-11 00:00:00,275.610821
428,1949,CJ,France,CBOUGE,2016-10-19 00:00:00,23363.43857
370,1950,CJ,United Kingdom,DTUGWE,2016-11-22 00:00:00,9164.094802
370,1951,CJ,United Kingdom,DTUGWE,2016-09-27 00:00:00,7015.68
576,1952,CJ,United Kingdom,YABDEL,2016-11-17 00:00:00,4487.723996
2,1953,CJ,France,ALAUNA,2017-05-15 00:00:00,1839.291097
777,1954,CJ,United Kingdom,JCAVAL,2016-10-20 00:00:00,530.741739
777,1955,CJ,United Kingdom,JCAVAL,2016-11-24 00:00:00,381.548267
472,1956,CJ,France,CBOUGE,2016-12-12 00:00:00,6183.206108
33,1957,CJ,Italy,CLEGRO,2016-09-08 00:00:00,8242.426838
370,1958,CJ,United Kingdom,DTUGWE,2016-09-20 00:00:00,1021.17
544,1959,CJ,Italy,EMEAZZ,2017-06-09 00:00:00,12149.961514
351,1960,CJ,France,DCOUTE,2016-09-16 00:00:00,77.015232
720,1961,CJ,Italy,EMEAZZ,2016-09-10 00:00:00,855.724799
540,1962,Tour Ops,France,TELFAS,2016-10-08 00:00:00,1503.41297
646,1963,CJ,France,SFEILL,2017-01-30 00:00:00,4543.926339
540,1964,Tour Ops,France,TELFAS,2016-10-09 00:00:00,1860.068259
336,1965,Tour Ops,Italy,ABETTO,2016-09-12 00:00:00,4565.848024
396,1966,CJ,Austria,MTRULL,2016-09-27 00:00:00,3435.735067
396,1967,CJ,Austria,BEGGER,2016-09-23 00:00:00,6635.033374
497,1968,CJ,Germany,CJUDIC,2016-12-06 00:00:00,1897.120057
583,1969,Tour Ops,France,TELFAS,2016-09-01 00:00:00,0.0
396,1970,CJ,Austria,MTRULL,2016-10-21 00:00:00,8774.317406
777,1971,CJ,United Kingdom,JCAVAL,2016-11-01 00:00:00,3081.153475
777,1972,CJ,United Kingdom,JCAVAL,2016-11-01 00:00:00,1086.9209
663,1973,CJ,Italy,CLEGRO,2016-12-03 00:00:00,1253.469813
460,1974,CJ,France,KRIGHI,2017-01-12 00:00:00,11364.21693
326,1975,Tour Ops,Italy,ALONGH,2016-09-16 00:00:00,5699.323975
396,1976,CJ,Austria,MTRULL,2016-10-12 00:00:00,10039.726963
345,1977,CJ,France,ALAUNA,2016-09-19 00:00:00,1669.24525
370,1978,CJ,United Kingdom,DTUGWE,2016-10-09 00:00:00,18010.65269
540,1979,Tour Ops,France,TELFAS,2016-10-09 00:00:00,3292.030718
628,1980,Tour Ops,Italy,ABETTO,2016-08-02 00:00:00,11697.382808
781,1981,CJ,United Kingdom,PTODHU,2016-11-14 00:00:00,3832.014449
720,1982,CJ,Italy,EMEAZZ,2016-09-25 00:00:00,941.297279
549,1983,CJ,France,CBOUGE,2017-05-16 00:00:00,12954.682103
579,1984,CJ,France,SFEILL,2017-05-04 00:00:00,13735.634074
33,1985,CJ,Italy,CLEGRO,2016-09-15 00:00:00,7894.00137
627,1986,CJ,Germany,SDROBJ,2017-02-03 00:00:00,42038.052196
398,1987,CJ,Germany,SDROBJ,2017-01-18 00:00:00,27870.88191
65,1988,CJ,United Kingdom,WTAYLO,2016-12-02 00:00:00,775.35
65,1989,CJ,United Kingdom,WTAYLO,2016-12-10 00:00:00,864.142026
777,1990,CJ,United Kingdom,JCAVAL,2016-10-20 00:00:00,540.211828
828,1991,CJ,United Kingdom,CGRANT,2017-06-03 00:00:00,4270.901103
399,1992,CJ,France,KRIGHI,2017-01-13 00:00:00,9188.486234
326,1993,Tour Ops,Italy,ALONGH,2016-09-23 00:00:00,2054.244393
803,1994,CJ,United Kingdom,DTUGWE,2016-10-04 00:00:00,860.570386
712,1995,CJ,France,SFEILL,2017-05-14 00:00:00,7357.532828
33,1996,CJ,Italy,CLEGRO,2016-09-19 00:00:00,5147.201782
637,1997,CJ,Italy,ALONGH,2016-09-20 00:00:00,1300.915628
396,1998,CJ,Austria,BEGGER,2016-09-21 00:00:00,14186.804721
497,1999,CJ,Germany,CJUDIC,2016-10-19 00:00:00,1336.243877
540,2000,Tour Ops,France,TELFAS,2016-10-09 00:00:00,3802.047781
767,2001,Tour Ops,France,TELFAS,2016-10-16 00:00:00,520.477816
767,2002,Tour Ops,France,TELFAS,2016-10-23 00:00:00,1994.880547
767,2003,Tour Ops,France,TELFAS,2016-10-30 00:00:00,520.477816
540,2004,Tour Ops,France,TELFAS,2016-10-21 00:00:00,12286.612628
540,2005,Tour Ops,France,TELFAS,2016-10-28 00:00:00,8417.696249
540,2006,Tour Ops,France,TELFAS,2016-10-08 00:00:00,588.737202
540,2007,Tour Ops,France,TELFAS,2016-10-15 00:00:00,708.651878
540,2008,Tour Ops,France,TELFAS,2016-10-29 00:00:00,2237.201365
351,2009,CJ,USA,JSILVA,2017-01-04 00:00:00,2380.104459
580,2010,Tour Ops,France,TELFAS,2017-05-21 00:00:00,4170.637527
583,2011,Tour Ops,France,TELFAS,2016-08-19 00:00:00,0.0
494,2012,CJ,France,DHOPFG,2016-11-14 00:00:00,3252.379254
783,2013,CJ,Germany,MHERTH,2016-10-24 00:00:00,2059.300342
540,2014,Tour Ops,France,TELFAS,2016-10-22 00:00:00,493.174062
33,2015,CJ,Italy,CLEGRO,2016-09-22 00:00:00,10218.209824
357,2016,Tour Ops,Italy,SKOSEK,2016-09-23 00:00:00,4710.76502
521,2017,CJ,Austria,BEGGER,2017-06-10 00:00:00,3991.959626
376,2018,CJ,Germany,MHERTH,2016-11-30 00:00:00,1267.467192
513,2019,Tour Ops,Italy,ABETTO,2016-09-23 00:00:00,500.770151
559,2020,CJ,Italy,DROSA,2016-09-28 00:00:00,2332.791376
559,2021,CJ,Italy,DROSA,2016-10-02 00:00:00,853.242321
779,2022,Tour Ops,France,TELFAS,2016-10-10 00:00:00,-851.96246
519,2023,CJ,Italy,EMEAZZ,2016-11-19 00:00:00,1736.059279
540,2024,Tour Ops,France,TELFAS,2016-10-09 00:00:00,3.686007
767,2025,Tour Ops,France,TELFAS,2016-12-18 00:00:00,996.703679
596,2026,CJ,United Kingdom,DTUGWE,2016-09-27 00:00:00,810.0
326,2027,Tour Ops,Italy,ALONGH,2016-09-30 00:00:00,2862.159847
625,2028,CJ,Austria,BEGGER,2017-05-18 00:00:00,1841.741535
652,2029,CJ,Austria,BEGGER,2017-05-10 00:00:00,518.313753
720,2030,CJ,Italy,EMEAZZ,2016-10-14 00:00:00,2535.691126
720,2031,CJ,Italy,EMEAZZ,2016-11-26 00:00:00,892.777431
720,2032,CJ,Italy,EMEAZZ,2017-01-07 00:00:00,844.737287
637,2033,CJ,Italy,ALONGH,2016-10-01 00:00:00,3313.054609
77,2034,CJ,Germany,SDROBJ,2017-04-30 00:00:00,3702.868002
396,2035,CJ,Austria,MTRULL,2016-10-19 00:00:00,6400.597269
593,2036,CJ,Germany,IMUTLU,2017-06-15 00:00:00,2682.40527
94,2037,CJ,France,DHOPFG,2016-10-07 00:00:00,9001.706485
743,2038,CJ,United Kingdom,MHOLT,2016-10-19 00:00:00,10510.33
48,2039,CJ,Italy,ALONGH,2016-10-18 00:00:00,2102.627988
326,2040,Tour Ops,Italy,ALONGH,2016-10-07 00:00:00,1175.725261
336,2041,Tour Ops,Italy,ABETTO,2016-10-02 00:00:00,579.931742
655,2042,CJ,France,SFEILL,2017-01-18 00:00:00,5374.691674
455,2043,CJ,Italy,SKOSEK,2016-11-11 00:00:00,3608.892063
565,2044,CJ,France,CBOUGE,2017-05-13 00:00:00,432.005875
767,2045,Tour Ops,France,TELFAS,2016-12-25 00:00:00,556.904927
767,2046,Tour Ops,France,TELFAS,2017-01-01 00:00:00,1933.603649
767,2047,Tour Ops,France,TELFAS,2016-12-19 00:00:00,1179.736296
767,2048,Tour Ops,France,TELFAS,2016-12-26 00:00:00,1112.942403
767,2049,Tour Ops,France,TELFAS,2017-01-02 00:00:00,1514.613954
767,2050,Tour Ops,France,TELFAS,2016-12-19 00:00:00,1350.624567
767,2051,Tour Ops,France,TELFAS,2016-12-26 00:00:00,1460.791119
767,2052,Tour Ops,France,TELFAS,2017-01-02 00:00:00,1514.613954
522,2053,CJ,Italy,SKOSEK,2016-10-04 00:00:00,428.327645
3,2054,CJ,United Kingdom,JCAVAL,2017-02-10 00:00:00,2794.13485
396,2055,CJ,Austria,MTRULL,2016-10-07 00:00:00,24965.861775
759,2056,CJ,United Kingdom,YABDEL,2017-01-02 00:00:00,9149.836981
823,2057,CJ,United Kingdom,CSC,2016-10-13 00:00:00,47527.8
823,2058,CJ,United Kingdom,CSC,2016-10-25 00:00:00,55265.78
823,2059,CJ,United Kingdom,CSC,2016-11-03 00:00:00,47585.8
823,2060,CJ,United Kingdom,CSC,2016-11-08 00:00:00,54607.23
823,2061,CJ,United Kingdom,CSC,2016-11-23 00:00:00,62200.7
823,2062,CJ,United Kingdom,CSC,2016-11-29 00:00:00,55092.68
823,2063,CJ,United Kingdom,CSC,2016-12-15 00:00:00,50320.93
823,2064,CJ,United Kingdom,CSC,2017-01-12 00:00:00,49675.47
823,2065,CJ,United Kingdom,CSC,2017-01-17 00:00:00,58803.54
823,2066,CJ,United Kingdom,CSC,2017-01-31 00:00:00,59515.53
823,2067,CJ,United Kingdom,YABDEL,2016-11-23 00:00:00,11420.699132
823,2068,CJ,United Kingdom,YABDEL,2017-02-23 00:00:00,12054.470436
821,2069,CJ,Germany,MHERTH,2016-11-12 00:00:00,8358.17338
49,2070,Tour Ops,United Kingdom,LBARBE,2016-09-01 00:00:00,268.18
823,2071,CJ,United Kingdom,MHOLT,2017-02-02 00:00:00,51881.68
823,2072,CJ,United Kingdom,MHOLT,2017-02-23 00:00:00,63942.44
823,2073,CJ,United Kingdom,MHOLT,2017-03-16 00:00:00,63932.43
823,2074,CJ,United Kingdom,MHOLT,2017-03-21 00:00:00,58856.97
823,2075,CJ,United Kingdom,MHOLT,2017-03-28 00:00:00,59298.07
823,2076,CJ,United Kingdom,MHOLT,2017-02-28 00:00:00,69815.313479
5,2077,CJ,USA,SMOORE,2016-10-04 00:00:00,14227.144706
559,2078,CJ,Italy,DROSA,2016-11-02 00:00:00,2628.024283
779,2079,Tour Ops,France,TELFAS,2016-10-10 00:00:00,-2248.976109
569,2080,CJ,France,ALAUNA,2016-12-12 00:00:00,5282.789729
619,2081,CJ,Italy,SKOSEK,2016-10-19 00:00:00,906.228669
549,2082,CJ,France,CBOUGE,2017-05-11 00:00:00,1907.904286
385,2083,CJ,Germany,ASEYLE,2016-11-24 00:00:00,4317.507371
522,2084,CJ,Italy,SKOSEK,2016-11-02 00:00:00,983.840727
66,2085,CJ,France,DHOPFG,2017-03-09 00:00:00,2161.713891
637,2086,CJ,Italy,ALONGH,2016-10-22 00:00:00,5269.795225
33,2087,CJ,Italy,CLEGRO,2016-10-10 00:00:00,8532.423208
743,2088,CJ,United Kingdom,MHOLT,2016-11-05 00:00:00,-1019.0
743,2089,CJ,United Kingdom,MHOLT,2016-10-22 00:00:00,788.42
354,2090,CJ,Austria,BEGGER,2016-10-19 00:00:00,1032.423207
19,2091,Tour Ops,United Kingdom,AMURR,2017-06-07 00:00:00,1852.083335
792,2092,CJ,United Kingdom,BBOURG,2016-10-07 00:00:00,34577.4388
87,2093,CJ,Germany,MHERTH,2017-03-17 00:00:00,1606.772633
522,2094,CJ,Italy,SKOSEK,2016-10-11 00:00:00,6294.3686
522,2095,CJ,Italy,SKOSEK,2016-10-18 00:00:00,428.327645
628,2096,Tour Ops,Italy,ABETTO,2016-09-01 00:00:00,3558.711276
412,2097,CJ,Italy,EMEAZZ,2016-10-16 00:00:00,1706.484641
48,2098,CJ,Italy,DROSA,2017-05-19 00:00:00,3772.235667
129,2099,CJ,Italy,DROSA,2018-06-07 00:00:00,2570.637292
145,2100,CJ,Germany,SDROBJ,2017-03-10 00:00:00,4101.252593
494,2101,CJ,France,DHOPFG,2017-03-23 00:00:00,2427.652039
783,2102,CJ,Germany,MHERTH,2016-10-29 00:00:00,3117.74744
351,2103,CJ,Turkey,CCAG,2017-01-24 00:00:00,6227.0551
698,2104,CJ,United Kingdom,CGRANT,2016-12-11 00:00:00,198341.067724
494,2105,CJ,France,DHOPFG,2017-06-08 00:00:00,19951.249523
68,2106,CJ,France,ALAUNA,2017-05-25 00:00:00,2297.857636
364,2107,CJ,Austria,MTRULL,2017-06-10 00:00:00,6241.467796
412,2108,CJ,Italy,EMEAZZ,2016-10-30 00:00:00,938.566553
396,2109,CJ,Austria,MTRULL,2016-10-31 00:00:00,3091.808873
33,2110,CJ,Italy,CLEGRO,2016-10-17 00:00:00,13596.783279
